    Customer ID,Age,,Income,Household Size,,,Store ID,Order ID,Total Bill,,,,Date,,,Distance to Store,City Population,City GDP,Order Frequency,Average Monthly Sales
120819,34,,111385,6,,,126,66270105,62.89,,,,29-01-2025,,,9.6,1584000,1.1,8,124297
585424,59,,131470,3,,,90,31208756,54.37,,,,07-11-2024,,,2,8419000,1.1,2,189792
58314,55,,95215,4,,,38,79162035,311.56,,,,14-04-2024,,,2.4,1547000,1.1,10,128966
199884,59,,144152,5,,,78,12142773,87.43,,,,04-03-2024,,,37.8,2716000,1.5,7,78275
478230,69,,86687,6,,,182,46806574,236.97,,,,10-12-2024,,,1.2,1343000,0.4,3,182124
266590,43,,62995,4,,,128,88388902,177.76,,,,02-06-2024,,,7.1,2716000,0.8,9,106637
485481,64,,116093,6,,,222,13954488,438.05,,,,04-08-2024,,,41,1343000,0.4,3,158264
815378,32,,123262,3,,,327,63761788,161.87,,,,10-11-2024,,,16.7,1424000,0.7,2,109227
175491,60,,62482,1,,,385,26434578,18.19,,,,12-04-2024,,,7.9,1424000,0.4,7,62482
770859,53,,20285,6,,,111,82648755,496.1,,,,17-08-2024,,,14.6,1584000,0.9,1,65194
891527,59,,89663,5,,,493,555343,32.08,,,,12-11-2024,,,5,2716000,1.1,2,68458
760569,32,,131318,1,,,491,78166401,403.51,,,,06-03-2024,,,5.9,1343000,1.1,1,67998
711977,30,,66079,5,,,31,84133680,26.93,,,,04-02-2024,,,6.8,1584000,0.7,3,52528
362789,66,,87344,4,,,449,55078859,430.27,,,,06-06-2024,,,7.9,3971000,0.4,3,164902
999917,32,,133398,3,,,498,52792053,20,,,,23-07-2024,,,37.3,2325500,0.5,8,164972
301366,41,,103403,3,,,87,60860836,355.37,,,,22-07-2024,,,2.4,950000,0.8,2,170804
887928,35,,122852,5,,,35,69010981,136.13,,,,16-01-2025,,,4.9,1680000,0.8,3,111350
191579,33,,97039,6,,,218,28973743,434.61,,,,12-11-2024,,,8.7,1680000,0.6,1,59326
134458,56,,94581,4,,,489,98991300,386.83,,,,22-05-2024,,,36.8,950000,0.5,1,54076
437927,47,,113417,1,,,33,61367946,372.19,,,,17-02-2024,,,24.5,1424000,0.7,2,108399
360090,27,,133339,3,,,16,94568904,473.06,,,,14-12-2024,,,29.5,2716000,0.4,2,162073
417839,61,,121248,3,,,71,18965930,487.71,,,,24-10-2024,,,8.6,8419000,0.7,4,103653
157666,48,,81204,4,,,446,49798419,488.06,,,,12-11-2024,,,22.5,1547000,0.5,8,171212
746425,30,,141355,2,,,128,87086461,59.92,,,,11-05-2024,,,4.9,1584000,0.4,2,124508
261261,35,,120124,6,,,149,36625810,241.68,,,,25-02-2024,,,12,1680000,0.8,5,179241
690898,46,,118428,3,,,357,25101893,28.54,,,,01-06-2024,,,34.6,1343000,0.5,10,160141
28434,25,,83131,1,,,152,13700714,202.63,,,,22-04-2024,,,20.8,2325500,0.4,3,52742
136581,53,,62507,4,,,189,79894281,308.14,,,,28-06-2024,,,8.5,1680000,1.1,2,53058
15165,56,,109549,3,,,107,79173816,122.63,,,,07-08-2024,,,19.7,2325500,0.8,3,151817
104724,49,,129025,4,,,86,15591780,212.9,,,,11-07-2024,,,17.5,8419000,0.9,4,91429
772724,18,,98934,4,,,167,80488238,49.13,,,,23-01-2025,,,12.1,8419000,0.6,6,183494
605219,57,,29989,3,,,134,3788001,388.44,,,,22-02-2024,,,12,2325500,0.9,2,71497
561648,38,,34642,6,,,136,55818880,117.24,,,,29-01-2025,,,10.1,3971000,0.7,3,131257
369079,27,,84492,6,,,131,5889678,297.19,,,,06-11-2024,,,4.5,950000,0.8,7,97746
897235,55,,42826,4,,,164,85841098,281.9,,,,31-03-2024,,,8.8,2716000,0.9,1,143844
127113,53,,122096,5,,,294,61232914,71.36,,,,25-05-2024,,,47,950000,0.4,6,137769
839092,61,,89332,1,,,243,64370412,267.42,,,,16-11-2024,,,45.8,3971000,0.7,3,127410
624761,18,,121565,2,,,405,81205229,64.55,,,,20-02-2024,,,19.1,2325500,0.9,2,93682
924579,49,,86540,4,,,466,57746891,168.85,,,,12-05-2024,,,1.9,2716000,0.7,2,129466
39105,43,,147774,3,,,147,23594333,431.35,,,,07-12-2024,,,8.6,1424000,0.9,1,52159
351720,53,,136861,5,,,486,16986363,50.36,,,,27-12-2024,,,9.5,1584000,0.8,6,87304
489369,24,,124253,3,,,205,33262271,112.53,,,,03-08-2024,,,33,8419000,0.5,1,97190
184457,55,,22008,5,,,141,87177642,196.57,,,,03-01-2025,,,6.4,2325500,0.8,3,109957
601244,63,,45945,6,,,454,95032964,384.38,,,,11-05-2024,,,31.5,2716000,0.9,9,88733
914482,66,,146214,4,,,319,40211816,328.23,,,,12-11-2024,,,7.4,2325500,0.7,1,111649
634188,19,,117729,5,,,236,27470096,202.46,,,,05-07-2024,,,3.4,8419000,0.8,1,129553
966366,18,,92881,3,,,126,89751269,124.18,,,,28-01-2025,,,38.4,3971000,0.7,1,50378
170557,49,,144464,3,,,459,24896328,18.52,,,,04-12-2024,,,4.3,1680000,0.6,1,154607
249311,44,,26230,6,,,351,55642445,369.39,,,,23-10-2024,,,33.1,1680000,0.7,2,188937
614304,20,,61290,5,,,158,83864188,339.52,,,,26-08-2024,,,37.3,1680000,1.5,6,127656
710307,19,,23515,3,,,81,59339077,435.81,,,,03-02-2024,,,7.8,1584000,1.5,1,84037
757219,24,,92003,4,,,252,79119417,442.14,,,,13-05-2024,,,17,1343000,1.1,3,66776
796763,58,,135827,5,,,64,99253496,11.33,,,,31-01-2025,,,8.5,2325500,0.4,1,145789
118546,35,,20644,2,,,86,48748125,295.79,,,,18-10-2024,,,8.1,1547000,0.9,2,148153
200293,24,,113065,4,,,5,31242194,292.62,,,,17-09-2024,,,8.1,8419000,0.9,1,57633
934497,23,,61755,5,,,332,35846906,50.83,,,,06-03-2024,,,5.6,1584000,0.8,3,91816
568004,31,,52584,6,,,280,5945548,442.08,,,,01-12-2024,,,9.4,1584000,0.7,3,100201
538838,39,,42690,5,,,200,23665930,97.79,,,,18-04-2024,,,8.2,1680000,0.6,3,134711
360229,66,,53842,3,,,239,20183936,145.71,,,,17-01-2025,,,44.8,2716000,0.7,2,64559
708261,51,,141895,3,,,330,94724502,223.23,,,,08-09-2024,,,8,8419000,0.6,2,148015
750853,32,,106881,6,,,68,97088240,78.64,,,,09-10-2024,,,42.5,8419000,0.8,7,197790
487855,40,,22643,4,,,95,95453356,459.57,,,,16-09-2024,,,5.7,1547000,0.6,3,54308
87651,38,,141091,3,,,351,40186589,171.25,,,,02-06-2024,,,7.7,3971000,0.6,3,178534
939522,62,,105631,4,,,398,11610808,52.88,,,,13-01-2025,,,43.2,2716000,0.6,8,154310
65406,35,,73267,5,,,170,27277633,24.38,,,,18-02-2024,,,7.4,8419000,0.4,9,164756
383414,25,,94591,4,,,66,40999670,223.99,,,,02-06-2024,,,4.8,1343000,1.1,3,104171
939062,29,,57189,1,,,259,91844122,58.13,,,,20-02-2024,,,3,950000,0.8,6,173793
275704,38,,88661,4,,,488,13155224,167.05,,,,26-05-2024,,,13.9,8419000,0.4,2,177287
671235,20,,66241,5,,,225,41320891,37.73,,,,10-11-2024,,,4.2,1680000,0.7,3,103691
238494,50,,113162,3,,,400,72139471,53.99,,,,18-09-2024,,,7.2,1680000,0.8,8,63879
625275,41,,90401,4,,,416,81256338,423.48,,,,11-12-2024,,,28.9,950000,0.9,1,125894
673321,65,,45095,3,,,367,58815055,49.42,,,,23-02-2024,,,2.6,3971000,1.1,8,138093
92329,24,,142882,4,,,120,58336,97.21,,,,18-06-2024,,,7.6,1424000,0.5,1,134767
705035,36,,73758,6,,,365,5813049,163.6,,,,03-03-2024,,,10.5,1343000,0.8,1,100537
226753,54,,112184,3,,,53,72310371,262.02,,,,20-04-2024,,,9.9,1680000,0.4,10,144477
241606,26,,82584,3,,,333,60988522,43.75,,,,25-09-2024,,,44.2,1547000,0.8,4,168289
570617,47,,96207,1,,,392,53366452,421.07,,,,09-06-2024,,,7.4,8419000,0.5,1,186532
194481,43,,133878,6,,,32,47491515,256.36,,,,12-06-2024,,,5.1,1424000,1.5,3,71133
297710,51,,83018,6,,,478,90268059,34.09,,,,20-06-2024,,,26.9,1584000,0.9,1,182516
503525,35,,123145,1,,,59,19034840,254.38,,,,06-06-2024,,,26.9,8419000,0.5,3,78458
169031,68,,81606,4,,,176,48121925,25.28,,,,29-01-2025,,,37.9,3971000,0.7,2,117425
902082,50,,82752,5,,,51,37224080,116.64,,,,15-08-2024,,,36.2,1547000,0.9,1,100399
86245,18,,34596,4,,,459,15646699,244.71,,,,12-10-2024,,,14.7,1343000,0.8,5,130034
707848,53,,65294,2,,,44,77057782,434.29,,,,24-08-2024,,,1.9,2716000,0.5,6,194100
574082,31,,106263,1,,,239,82972314,44.84,,,,30-04-2024,,,9.6,1424000,0.7,9,193318
82923,22,,83383,2,,,124,44009538,68.08,,,,09-06-2024,,,29.2,3971000,0.8,2,165755
815495,65,,57357,1,,,331,83375757,453.32,,,,16-08-2024,,,34.4,2716000,1.5,6,195596
111460,50,,106834,5,,,444,72409919,127.13,,,,13-07-2024,,,19.2,8419000,0.8,2,175902
810321,36,,25367,5,,,187,19466640,100.85,,,,13-03-2024,,,4.5,1343000,0.8,1,131089
657534,61,,122539,4,,,209,95955412,29.72,,,,06-04-2024,,,34.5,950000,0.9,1,55243
421556,32,,48526,6,,,163,41425192,486.88,,,,24-12-2024,,,2.9,1680000,0.7,3,138994
359559,59,,123107,4,,,171,5927982,330.96,,,,24-10-2024,,,10,1547000,0.6,3,131934
629923,35,,111453,3,,,15,10031668,357.41,,,,14-04-2024,,,3.1,2716000,1.5,2,103659
170035,68,,135446,6,,,480,12198481,338.39,,,,02-09-2024,,,18.2,8419000,1.5,1,181042
979683,66,,99031,1,,,424,67118895,97.36,,,,21-02-2024,,,7.1,1343000,0.8,4,193325
965999,30,,144015,5,,,413,88804787,107.43,,,,20-02-2024,,,14.7,2325500,0.4,4,141592
566757,48,,117301,2,,,88,53819078,486.68,,,,03-05-2024,,,30.5,1584000,0.9,2,65594
155071,23,,97515,4,,,118,80780717,214.54,,,,09-04-2024,,,25.2,8419000,0.8,3,159941
118243,69,,91651,1,,,131,85311397,359.71,,,,17-12-2024,,,9.2,1424000,0.8,2,130293
923187,43,,118973,3,,,209,32947853,107.04,,,,05-09-2024,,,1.6,8419000,0.7,6,68630
280384,54,,118451,3,,,402,18375504,159.66,,,,23-03-2024,,,8.9,1584000,0.6,3,126155
905115,53,,89579,5,,,162,42458959,249.42,,,,15-08-2024,,,18.3,3971000,0.8,2,152250
51527,62,,33744,3,,,229,80646351,491.34,,,,02-11-2024,,,6.4,1547000,1.5,1,143572
435954,23,,134791,3,,,53,42271442,447.6,,,,09-09-2024,,,47.1,1424000,0.7,1,137631
724184,36,,94624,3,,,237,92728175,76.76,,,,09-07-2024,,,27.6,950000,0.8,10,89976
717172,55,,145134,5,,,106,5549181,128.1,,,,25-12-2024,,,5.5,1680000,1.5,4,127832
317915,28,,51558,5,,,294,34668778,427.61,,,,22-02-2024,,,20.7,1343000,0.6,1,73869
300673,60,,94141,5,,,120,51548151,274.77,,,,03-01-2025,,,4.5,2325500,0.8,1,142035
455287,68,,139654,3,,,29,75221218,76.82,,,,07-03-2024,,,9.8,1547000,0.8,10,132517
588150,66,,24354,6,,,102,54695538,406.04,,,,06-02-2024,,,15.2,1584000,0.9,9,87484
216206,59,,89210,4,,,210,92657215,283.11,,,,05-01-2025,,,28.2,3971000,0.5,3,121359
909776,48,,67089,3,,,247,38113621,158.54,,,,26-01-2025,,,7.5,1584000,0.8,9,176349
543749,63,,108369,2,,,45,94670338,10.17,,,,24-08-2024,,,3.2,950000,1.1,2,147332
713938,69,,126487,3,,,72,64412341,365.4,,,,28-08-2024,,,15.8,1424000,0.7,2,148536
555362,68,,60335,4,,,343,46421599,100.41,,,,22-09-2024,,,6.3,3971000,0.7,1,175528
518646,40,,56183,6,,,390,66557498,475.32,,,,03-02-2024,,,4.7,1424000,0.9,3,137348
545850,68,,64848,3,,,219,16922946,56.4,,,,01-11-2024,,,2.6,1584000,0.5,1,57397
880895,68,,92195,6,,,430,68462350,166.93,,,,19-07-2024,,,29.8,2325500,0.7,5,153693
157521,69,,84888,2,,,7,9984914,36.89,,,,02-03-2024,,,4.9,2716000,0.7,9,150888
211769,26,,142439,5,,,385,31445330,377.58,,,,01-09-2024,,,43.1,3971000,0.6,8,89938
968158,68,,52190,5,,,354,34466588,57.41,,,,24-04-2024,,,47.7,1584000,0.7,3,97295
406772,61,,89311,5,,,15,67709838,277.1,,,,18-10-2024,,,10.7,2716000,0.4,6,168333
25720,64,,94919,5,,,383,18772421,368.17,,,,15-06-2024,,,18.4,1584000,0.7,7,158157
296726,20,,48187,4,,,19,96229253,477.46,,,,01-08-2024,,,1.4,1547000,0.8,6,82220
133978,54,,117551,1,,,472,84595777,80.17,,,,06-07-2024,,,5.3,3971000,0.9,2,70712
969543,18,,99462,3,,,297,80364611,69.29,,,,05-01-2025,,,44.2,2325500,0.8,4,70922
846966,43,,79421,4,,,397,95846672,245.84,,,,15-04-2024,,,9.8,1680000,0.8,2,76287
662428,37,,89470,6,,,190,54458629,300.32,,,,04-12-2024,,,31.2,8419000,0.4,2,164125
509677,31,,117564,5,,,220,59636885,81.26,,,,25-01-2025,,,27.1,2716000,0.7,3,176824
909843,33,,48735,2,,,252,8017894,281.65,,,,23-06-2024,,,8.9,1343000,0.5,2,66750
831045,45,,72131,4,,,463,10248005,471.87,,,,02-03-2024,,,8,1584000,0.9,1,140542
779683,51,,79957,3,,,315,98940759,244.55,,,,28-04-2024,,,1.4,3971000,0.5,1,135479
633602,37,,140443,3,,,387,80921569,475.27,,,,22-09-2024,,,5.8,950000,0.7,1,168319
842376,65,,122067,3,,,401,88382615,13.93,,,,07-10-2024,,,9.8,950000,1.1,1,76987
913008,67,,20899,1,,,148,41569985,67.22,,,,23-03-2024,,,47.5,3971000,0.9,3,126677
71056,42,,147479,5,,,373,60386755,294.25,,,,03-09-2024,,,38.7,1424000,1.5,3,80929
670591,32,,137790,3,,,10,97083610,92.73,,,,18-01-2025,,,9.7,2325500,0.5,2,64187
430312,41,,122116,6,,,441,69103303,303.07,,,,07-12-2024,,,43,1680000,0.7,1,137517
947165,35,,137366,3,,,141,95090235,52.37,,,,18-05-2024,,,49.1,1584000,0.4,1,76360
551632,26,,140478,3,,,466,28769964,92.16,,,,29-08-2024,,,9.1,1584000,0.6,7,124796
143958,38,,86846,5,,,349,8745521,392.15,,,,12-01-2025,,,20.3,950000,0.8,2,140009
504978,69,,89928,2,,,406,30465712,195.5,,,,04-05-2024,,,7,8419000,0.6,3,160422
7041,38,,51548,6,,,106,22479078,89.72,,,,18-10-2024,,,2.2,2325500,0.7,5,105314
645036,20,,148537,6,,,452,28110777,111.52,,,,17-10-2024,,,27.2,3971000,0.7,2,87007
357775,21,,83822,3,,,61,48944301,390.64,,,,23-02-2024,,,2.8,2325500,0.9,5,153336
38145,49,,136496,5,,,244,16006841,26.8,,,,29-02-2024,,,23.4,8419000,0.7,2,63405
686721,51,,126828,6,,,479,71642856,481.69,,,,23-03-2024,,,3.5,1680000,0.4,2,103846
83645,45,,39930,6,,,46,14646309,11.16,,,,17-08-2024,,,4,2716000,0.9,3,153087
2889,54,,92069,5,,,263,50778060,480.06,,,,19-10-2024,,,38.6,3971000,0.5,6,126008
724389,36,,113971,6,,,3,17498257,20.18,,,,20-04-2024,,,44.1,2716000,1.1,2,120180
717855,22,,147660,3,,,310,85525362,416.9,,,,18-04-2024,,,25.2,8419000,1.5,2,96422
374508,33,,137653,5,,,80,50426576,381.35,,,,03-08-2024,,,6.1,1424000,1.5,1,182697
873660,59,,112978,5,,,190,81539083,185.83,,,,10-08-2024,,,43,1680000,0.7,1,53604
586959,67,,143974,6,,,125,59533949,48.84,,,,30-08-2024,,,41.7,1680000,0.6,1,70614
561983,24,,90235,4,,,235,77574886,94.39,,,,01-10-2024,,,1.1,1680000,0.8,3,166994
40813,50,,46629,3,,,64,37518903,423.12,,,,15-09-2024,,,32.5,1343000,0.5,3,118989
88998,21,,129377,1,,,277,22940326,96.28,,,,03-10-2024,,,3.7,1584000,0.8,3,50342
233614,34,,123603,3,,,187,34536332,468.95,,,,29-07-2024,,,45.5,2716000,0.7,9,80796
965696,32,,97701,4,,,100,49300002,208.57,,,,20-03-2024,,,42.6,1343000,0.6,2,152532
710636,61,,108055,1,,,148,10982049,317.22,,,,17-06-2024,,,22.3,1584000,0.5,7,104323
746333,22,,80247,5,,,388,56495499,459.54,,,,17-01-2025,,,3.2,1343000,0.8,2,161336
708760,33,,144769,5,,,190,19703016,77.5,,,,04-02-2024,,,9,1547000,1.5,2,158188
280722,43,,77097,5,,,222,54665532,68.01,,,,18-01-2025,,,37.6,3971000,0.7,3,107207
142162,36,,83979,4,,,189,88658588,146.75,,,,04-08-2024,,,42.1,1343000,0.5,6,137692
149264,65,,128245,5,,,51,36202523,48.54,,,,08-04-2024,,,2.6,3971000,1.5,2,160840
261573,64,,85415,1,,,312,58979199,43.87,,,,04-08-2024,,,1.5,1584000,0.7,2,153651
276886,64,,144397,1,,,208,81421383,250.77,,,,03-07-2024,,,23.8,1424000,0.8,8,63640
381969,27,,98754,4,,,278,69778771,106.98,,,,01-10-2024,,,47.4,8419000,0.4,3,152127
451808,31,,92871,3,,,96,97074169,46.31,,,,07-10-2024,,,46.1,3971000,0.5,4,65836
35114,18,,90566,5,,,180,29821946,471.74,,,,01-03-2024,,,9,1680000,0.8,1,117802
603039,66,,88517,4,,,438,67983671,323.74,,,,24-11-2024,,,48.6,1343000,0.7,3,95214
156324,43,,135346,6,,,85,36060536,293.68,,,,14-09-2024,,,4.7,1680000,0.6,2,120342
602245,45,,34079,3,,,429,60152212,57.82,,,,22-01-2025,,,22.5,1680000,0.6,6,161844
562340,48,,95056,1,,,377,3867549,171.81,,,,01-05-2024,,,16.5,2716000,1.5,3,182158
471122,38,,106747,4,,,467,1188434,295.91,,,,20-03-2024,,,29.3,1343000,0.5,2,86476
52139,46,,142578,3,,,279,21716993,73.45,,,,04-03-2024,,,3.4,1424000,0.7,5,156655
200371,26,,136798,5,,,324,32657414,273.44,,,,02-06-2024,,,9.3,2325500,1.5,2,103507
79626,35,,88376,1,,,349,51122625,108.35,,,,04-07-2024,,,6.4,1424000,0.8,2,189236
368494,47,,143095,3,,,387,4030906,395.13,,,,15-03-2024,,,36.9,1680000,0.7,2,144902
614831,31,,88697,5,,,214,31035606,145.8,,,,02-03-2024,,,4.9,2716000,0.7,3,83942
443136,54,,41851,1,,,158,63293912,260.7,,,,03-12-2024,,,34.9,950000,0.7,9,57035
133470,47,,131673,6,,,335,23820497,80.99,,,,13-01-2025,,,15.8,1343000,0.4,5,141397
443610,68,,139720,5,,,89,88882378,371.23,,,,05-10-2024,,,8.7,1584000,0.5,1,59102
601308,54,,114434,3,,,454,40368158,422.38,,,,28-10-2024,,,10.3,1547000,1.1,9,119198
749444,19,,32410,4,,,133,80526176,74.71,,,,06-10-2024,,,47.5,2716000,0.8,1,87994
424543,21,,135226,4,,,427,10596850,282.3,,,,17-12-2024,,,11.9,2716000,0.9,2,143868
645915,28,,55194,3,,,90,9728146,157.62,,,,10-12-2024,,,1.7,8419000,0.7,3,59703
952235,54,,132863,3,,,309,37190275,214.33,,,,21-02-2024,,,6.7,2325500,0.5,1,192959
897229,38,,107429,6,,,421,97519538,74.35,,,,05-06-2024,,,5.8,1547000,0.8,3,95260
63017,62,,32343,1,,,190,53429420,53.08,,,,04-01-2025,,,9.2,3971000,0.6,5,65140
190922,48,,148246,4,,,416,55799173,177.75,,,,13-05-2024,,,7.1,8419000,1.1,3,51918
411943,35,,58668,3,,,70,19354929,48.42,,,,26-12-2024,,,32,1547000,0.4,3,66703
75209,69,,81408,2,,,483,30229534,235.5,,,,05-10-2024,,,45.5,1584000,1.5,3,173389
200709,37,,126796,4,,,118,84105160,372.07,,,,30-11-2024,,,34.9,3971000,1.1,2,143044
217156,32,,94488,6,,,436,3952228,338.72,,,,19-05-2024,,,16.2,3971000,0.8,2,69087
324028,58,,137050,3,,,143,43089166,341.49,,,,12-03-2024,,,2.6,1424000,0.7,2,96191
310856,34,,21603,4,,,391,58570756,471.74,,,,26-12-2024,,,12.6,2716000,0.4,1,138889
958997,28,,80517,5,,,468,94293894,105.9,,,,12-07-2024,,,38.3,1547000,0.7,2,60969
30683,49,,143084,3,,,381,52675706,264.81,,,,15-06-2024,,,13.1,1680000,0.7,1,193339
581590,48,,134246,3,,,450,1100379,487.94,,,,11-02-2024,,,14.1,1424000,0.5,9,185972
158812,53,,94834,1,,,379,19625234,91.99,,,,05-04-2024,,,12.1,1343000,1.5,2,126963
921585,60,,48310,3,,,86,37027872,290.24,,,,19-11-2024,,,15.2,1343000,0.8,3,180175
245140,21,,124509,5,,,362,56013656,430.27,,,,09-09-2024,,,5.4,3971000,0.7,8,107859
116889,48,,113374,3,,,137,79431173,69.54,,,,09-02-2024,,,35.9,1343000,0.4,1,133113
416497,64,,100706,1,,,499,3797969,59.48,,,,24-06-2024,,,1.9,1680000,0.4,2,142122
45348,26,,31994,4,,,383,47834523,80.85,,,,09-07-2024,,,7.6,1547000,0.5,2,89705
121637,56,,140250,1,,,312,41821222,265.9,,,,06-09-2024,,,8.9,1680000,0.8,2,129163
177488,64,,105947,5,,,93,8362228,360.75,,,,14-04-2024,,,8.8,1424000,0.9,3,104979
242961,43,,82810,6,,,69,41172828,45.28,,,,04-08-2024,,,3.6,3971000,0.8,2,103419
725072,70,,101746,1,,,256,64967610,355.41,,,,06-06-2024,,,3.3,1680000,0.9,3,122575
709881,42,,97700,3,,,469,56733659,176.03,,,,25-08-2024,,,29,950000,0.8,7,63858
75306,62,,98588,2,,,460,45483847,94.05,,,,24-04-2024,,,5.1,2716000,0.8,2,87481
442030,37,,74916,1,,,126,31373241,374.74,,,,15-08-2024,,,38.6,1584000,0.6,2,95926
531001,61,,105534,5,,,88,1244680,62.47,,,,01-11-2024,,,49.7,950000,0.7,3,50664
292968,49,,59247,2,,,471,226723,181.08,,,,30-08-2024,,,42.6,3971000,0.9,5,75246
413704,54,,85123,4,,,91,8840126,272.93,,,,20-01-2025,,,25.3,1680000,0.7,4,59919
23643,26,,88518,4,,,251,72366069,11.59,,,,15-04-2024,,,23.9,1680000,1.1,10,128367
302543,61,,93855,3,,,74,41330724,218.51,,,,07-02-2024,,,7.1,1680000,1.1,3,104770
915895,26,,130857,1,,,6,69092786,157.25,,,,19-07-2024,,,9.8,950000,1.5,3,161942
916289,26,,43408,5,,,93,98512269,40.21,,,,14-08-2024,,,5.8,2325500,0.6,1,167423
719703,53,,23760,5,,,200,37034060,31.98,,,,31-12-2024,,,4.4,950000,0.9,1,106182
673074,36,,30481,3,,,25,22871942,148.25,,,,15-12-2024,,,3.1,1424000,1.1,2,183562
260209,63,,66992,3,,,166,69303967,303.26,,,,30-10-2024,,,1.7,8419000,0.4,8,98124
363623,22,,101125,5,,,155,7973785,88.72,,,,28-09-2024,,,6.8,1547000,0.9,4,125994
305546,36,,132432,4,,,68,81163538,332.16,,,,16-10-2024,,,9.5,8419000,0.6,1,108553
328385,55,,75766,6,,,336,26592298,258.7,,,,30-01-2025,,,1.1,2716000,1.5,2,148681
499041,26,,124141,4,,,61,82742695,16.03,,,,18-02-2024,,,17.5,2716000,0.9,8,95827
564088,37,,142681,3,,,288,50191844,26.88,,,,27-10-2024,,,32.6,1547000,1.5,2,59064
30364,60,,81268,6,,,60,63465684,221.87,,,,08-08-2024,,,46.7,1680000,0.4,5,76642
997327,55,,46873,3,,,390,79962441,152.36,,,,14-06-2024,,,22.9,1680000,0.9,3,186915
813805,27,,87289,3,,,349,60522917,219.84,,,,23-11-2024,,,25.3,1680000,0.5,2,107401
614514,67,,73744,5,,,395,77687639,491.14,,,,14-04-2024,,,9.3,2325500,0.5,3,106946
235327,52,,76261,3,,,416,26442512,227.44,,,,09-01-2025,,,13.8,8419000,0.8,3,131025
327458,49,,78472,3,,,375,48211900,189.21,,,,24-06-2024,,,2.7,1680000,0.5,3,197088
519001,69,,56803,6,,,27,16667519,189.96,,,,12-04-2024,,,46.3,1424000,0.9,8,60364
792088,24,,105684,3,,,397,65979244,244.95,,,,10-05-2024,,,45.4,1547000,0.7,2,179448
402991,37,,129142,1,,,171,84334515,142.06,,,,10-10-2024,,,15.6,1584000,0.8,1,172404
156942,49,,73142,6,,,484,61065285,280.7,,,,21-12-2024,,,11.7,2325500,0.8,4,141350
330704,37,,138390,3,,,134,74490775,345.37,,,,21-04-2024,,,15.4,3971000,0.7,3,52481
844629,45,,81651,2,,,273,50838949,73.78,,,,17-04-2024,,,7.2,1680000,0.4,1,73271
633837,58,,145414,4,,,293,8430473,17.16,,,,16-05-2024,,,22,1680000,0.8,2,191258
237687,68,,96253,1,,,355,60125758,111.5,,,,16-03-2024,,,5.6,1680000,0.8,9,82963
286538,36,,42417,3,,,238,54422405,391.21,,,,20-07-2024,,,8.7,1424000,0.8,3,128746
625635,28,,141407,4,,,123,25126060,275.47,,,,29-11-2024,,,16.8,2325500,0.7,2,181041
691801,61,,142447,4,,,65,52391657,57.09,,,,15-04-2024,,,34.4,1680000,0.4,1,66149
953311,22,,25396,1,,,291,25368134,371.76,,,,14-08-2024,,,28.9,1680000,0.7,1,95224
92442,54,,58569,3,,,102,90233644,248.4,,,,22-11-2024,,,19.6,2325500,1.5,8,103834
945361,65,,82767,4,,,405,81872409,327,,,,23-10-2024,,,4.1,8419000,1.5,5,119933
299479,57,,143271,4,,,125,77129356,260.08,,,,06-08-2024,,,37.9,1584000,0.8,3,78142
324748,54,,134541,3,,,261,28152084,90.42,,,,13-07-2024,,,6.8,1584000,0.5,5,118046
864539,62,,141467,5,,,87,76199173,153.17,,,,04-11-2024,,,35.7,950000,0.8,8,195053
288835,53,,98558,3,,,37,4454811,184.16,,,,09-07-2024,,,3.7,8419000,0.9,2,116561
903702,25,,65137,5,,,91,64650597,67.64,,,,21-09-2024,,,2.6,3971000,0.4,3,65201
719856,43,,27999,3,,,331,96504737,323.74,,,,19-02-2024,,,35.9,8419000,0.7,10,63797
28274,20,,62562,4,,,299,27346834,221.1,,,,01-02-2024,,,5.1,8419000,0.5,7,164522
516269,28,,37802,6,,,224,78878786,221.88,,,,15-12-2024,,,1.6,1547000,0.4,2,138136
245098,28,,97603,5,,,97,27528607,307.88,,,,17-07-2024,,,5.2,950000,0.9,4,146492
223917,63,,146588,4,,,113,30453050,328.49,,,,01-08-2024,,,2.4,3971000,0.8,1,129226
244468,37,,139487,6,,,231,45264832,176.03,,,,25-01-2025,,,45,1424000,0.4,3,144070
698026,44,,140499,2,,,177,20815451,296.76,,,,04-03-2024,,,6.4,3971000,0.6,3,54834
153152,41,,148226,5,,,14,26509390,314.06,,,,19-11-2024,,,3.4,2325500,0.8,3,122859
890711,22,,92157,6,,,309,83113299,92.73,,,,25-12-2024,,,13.6,8419000,0.4,2,71481
243491,20,,99375,3,,,423,18859582,19.05,,,,15-10-2024,,,2.2,1680000,1.5,2,166603
81544,55,,70117,6,,,170,37214977,224.52,,,,14-03-2024,,,6.6,1424000,0.9,8,65747
198734,59,,71804,3,,,172,21187667,79.73,,,,24-06-2024,,,3.3,2716000,0.5,3,183491
279834,47,,88668,1,,,138,40929196,436.26,,,,03-08-2024,,,6.6,950000,1.5,8,156071
68731,19,,49864,5,,,313,37281398,372.92,,,,13-12-2024,,,9.5,1547000,0.5,1,106627
167263,64,,81349,3,,,120,65206176,281.74,,,,08-03-2024,,,30.7,1343000,0.8,6,104274
352950,25,,88041,4,,,326,47383694,68.64,,,,17-06-2024,,,5.8,2716000,1.5,3,59161
